Código,Descripción;
P0001,Circuito de control del regulador de volumen de combustible - Abierto;
P0002,Circuito de control del regulador de volumen de combustible - Rango/Rendimiento;
P0003,Circuito de control del regulador de volumen de combustible - Bajo;
P0004,Circuito de control del regulador de volumen de combustible - Alto;
P0005,Circuito de válvula de corte de combustible - abierto.;
P0006,Circuito de válvula de corte de combustible - bajo.;
P0007,Circuito de válvula de corte de combustible - alto.;
P0008,Error de posición entre cigüeñal y árbol de levas (Arbol1);
P0009,Error de posición entre cigüeñal y árbol de levas (Arbol2);
P000A,Camshaft Position Slow Response Bank 1;
P000B,B Camshaft Position Slow Response Bank 1;
P000C,A Camshaft Position Slow Response Bank 2;
P000D,B Camshaft Position Slow Response Bank 2;
P0010,Fallo en la valvula de la distribucion variable 1 circuito abierto;
P0011,Árbol de levas 1 Sincronización adelantada.;
P0012,Árbol de levas 1 Sincronización retrasada.;
P0013,Posición del árbol de levas 2 Actuador falla;
P0014,Árbol de levas 2 Sincronización adelantada.;
P0015,Árbol de levas 2 Sincronización retrasada;
P0016,Posición del Cigüeñal Relación incorrecta con el árbol de levas 1;
P0017,Posición del Cigüeñal Relación incorrecta con el árbol de levas 2;
P0018,Posición del Cigüeñal Relación incorrecta con el árbol de levas 3;
P0019,Posición del Cigüeñal Relación incorrecta con el árbol de levas 4;
P0020,Fallo en la válvula de la distribución variable 2 Circuito abierto.;
P0021,Fallo en la válvula de la distribución variable 1. Posición avanzada;
P0022,Fallo en la válvula de la distribución variable 1. Posición retrasada.;
P0023,Fallo en la válvula de la distribución variable 2. Circuito abierto.;
P0024,;Fallo en la válvula de la distribución variable 2. Posición avanzada
P0025,;Fallo en la válvula de la distribución variable 2. Posición retrasada.
P0026,;Árbol de levas ,solenoide de admisión no funciona cuando se ordena.Fuera de rango.
P0027,;Árbol de levas, solenoide de escape no funciona cuando se ordena..Rendimiento
P0028,;Árbol de levas 1 solenoide de admisión no funciona cuando se ordena.Fuera de rango.
P0029,;Árbol de levas 1, solenoide de escape no funciona cuando se ordena..Rendimiento
P0030,;Fallo en el calentador de la sonda lambda Banco 1 sensor 1
P0031,;Fallo en el calentador de la sonda lambda. Tensión baja. Banco 1 sensor 1
P0032,;Fallo en el calentador de la sonda lambda. Tensión alta. Banco 1 sensor 1
P0033,;Fallo de la válvula de derivación del turbocompresor. Válvula de descarga
P0034,;Fallo de la válvula de derivación del turbo. Válvula de descarga,circuito bajo
P0035,;Fallo de la válvula de derivación del turbo. Válvula de descarga,circuito Alto
P0036,;Fallo sonda lambda circuito del calentador Banco 1 sensor 2
P0037,;Fallo calentador sonda lambda circuito bajo. Banco 1 sensor 2
P0038,;Fallo calentador sonda lambda circuito alto. Banco 1 sensor 2
P0039,;Valvula derivación del turbo fuera de rango
P0040,;Señales de la sonda lambda cambiadas Banco 1 Sensor 1 / Banco 2 Sensor 1
P0041,;Señales de la sonda lambda cambiadas 1 Sensor 2 / Banco 2 Sensor 2
P0042,;Circuito defectuoso en el calentador de la sonda lambda Sensor 3 bloque 1
P0043,;Circuito bajo en el calentador de la sonda lambda Sensor 3 bloque 1
P0044,;Circuito alto en el calentador de la sonda lambda Sensor 3 bloque 1
P0045,;Solenoide del turbocompresor circuito abierto
P0046,;Solenoide del turbocompresor circuito Rendimiento incorrecto
P0047,;Solenoide del turbocompresor circuito bajo
P0048,;Solenoide del turbocompresor circuito alta
P0049,;Exceso de velocidad en el turbo
P004A,;Turbocharger/Supercharger Boost Control Solenoid B Circuit / Open
P004B,;Turbocharger/Supercharger Boost Control Solenoid B Circuit
P004C,;Turbocharger/Supercharger Boost Control Solenoid B Circuit Low
P004D,;Turbocharger/Supercharger Boost Control Solenoid B Circuit High
P004E,;Turbocharger/Supercharger Boost Control Solenoid A Circuit Intermittent/Erratic
P004F,;Turbocharger/Supercharger Boost Control Solenoid B Circuit Intermittent/Erratic
P0050,;Calentador sonda lambda (Sensor 1 bloque 2) circuito defectuoso
P0051,;Calentador sonda lambda (Sensor 1 bloque 2) circuito bajo
P0052,;Calentador sonda lambda (Sensor 1 bloque 2) circuito alto
P0053,;Calentador sonda lambda (Sensor 1 bloque 1) – resistencia
P0054,;Calentador sonda lambda (Sensor 2 bloque 1) – resistencia
P0055,;Calentador sonda lambda (Sensor 3 bloque 1) – resistencia
P0056,;Calentador sonda lambda (Sensor 2 bloque 2) circuito defectuoso
P0057,;Calentador sonda lambda (Sensor 2 bloque 2) señal baja
P0058,;Calentador sonda lambda (Sensor 2 bloque 2) señal alta
P0059,;Calentador sonda lambda (Sensor 1 bloque 2) resistencia.
P0060,;Calentador sonda lambda (Sensor 2 bloque 2) resistencia.
P0061,;Calentador sonda lambda (Sensor 3 bloque 2) resistencia.
P0062,;Calentador sonda lambda (Sensor 3 bloque 2) circuito defectuoso
P0063,;Calentador sonda lambda (Sensor 3 bloque 2) señal baja
P0064,;Calentador sonda lambda (Sensor 3 bloque 2) señal alta
P0065,;Rendimiento incorrecto del inyector de aire asistido.
P0066,;inyector de aire asistido , señal baja
P0067,;inyector de aire asistido , señal alta
P0068,;MAP / MAF y mariposa no coinciden en los datos
P0069,;No coinciden los datos del sensor de presión barométrica con presión absoluta.
P006A,;MAP Mass or Volume Air Flow Correlation
P006B,;MAP Exhaust Pressure Correlation
P006C,;MAP Turbocharger/Supercharger Inlet Pressure Correlation
P006D,Barometric Pressure Turbocharger/Supercharger Inlet Pressure Correlation;
P0070,;Fallo en el circuito del sensor de temperatura.
P0071,;Rendimiento incorrecto del sensor de temperatura
P0072,;Señal baja sensor de temperatura 1
P0073,;Señal baja sensor de temperatura 2
P0074,;Interrupción en la señal del sensor de temperatura
P0075,;Solenoide (BLOQUE 1) válvula de admisión –circuito mal
P0076,;Solenoide (BLOQUE 1) válvula de admisión –señal baja
P0077,;Solenoide (BLOQUE 1) válvula de admisión –señal alta
P0078,;Solenoide (BLOQUE 1) válvula de escape –circuito mal
P0079,;Solenoide (BLOQUE 1) válvula de escape–señal baja
P0080,;Solenoide (BLOQUE 1) válvula de escape–señal alta
P0081,;Solenoide (BLOQUE 2) válvula de admisión –circuito mal
P0082,;Solenoide (BLOQUE 2) válvula de admisión –señal baja
P0083,;Solenoide (BLOQUE 2) válvula de admisión –señal alta
P0084,;Solenoide (BLOQUE 2) válvula de escape –circuito mal
P0085,;Solenoide (BLOQUE 2) válvula de escape–señal alta
P0086,;Solenoide (BLOQUE 2) válvula de escape–señal baja
P0087,;Presión de combustible demasiado baja.
P0088,;Presión de combustible demasiado alta
P0089,;Rendimiento incorrecto en el regulador de presión de combustible 1.
P0090,;Regulador de presión de combustible 1 Circuito abierto
P0091,;Regulador de presión de combustible 1 Cortocircuito a masa
P0092,;Regulador de presión de combustible 1 Cortocircuito a positivo
P0093,;Fuga grande en el sistema de combustible
P0094,;Fuga pequeña en el sistema de combustible
P0095,;Sensor de temperatura 2 de la admisión. Circuito defectuoso
P0096,;Sensor de temperatura 2 de la admisión. Rendimiento incorrecto
P0097,;Sensor de temperatura 2 de la admisión. Señal baja
P0098,;Sensor de temperatura 2 de la admisión. Señal alta
P0099,;Sensor de temperatura 2 de la admisión. Circuito intermitente o errático
P009A,;Intake Air Temperature / Ambient Air Temperature Correlation
P0100,;Fallo caudalimetro Circuito de aire incorrecto.
P0101,;Rango y valores incorrectos caudalimetro.
P0102,;Caudalimetro, Señal baja
P0103,;Caudalimetro, Señal alta
P0104,;Caudalimetro error intermitente.
P0105,;Sensor de presión absoluta/presión barométrica Circuito defectuoso
P0106,;Rendimiento incorrecto sensor de presión absoluta / sensor de presión barométrica.
P0107,;Señal baja sensor de presión absoluta/ sensor de presión barométrica
P0108,;Señal alta sensor de presión absoluta/sensor de presión barométrica
P0109,;Señal intermitente sensor de presión absoluta/sensor de presión barométrica
P010A,;Mass or Volume Air Flow B Circuit
P010B,;Mass or Volume Air Flow B Circuit Range/Performance
P010C,;Mass or Volume Air Flow B Circuit Low
P010D,;Mass or Volume Air Flow B Circuit High
P010E,;Mass or Volume Air Flow B Circuit Intermittent/Erratic
P010F,;Mass or Volume Air Flow Sensor A/B Correlation
P0110,;Circuito defectuoso sensor 1 temperatura aire admisión.
P0111,;Rendimiento incorrecto sensor temperatura 1 aire admisión.
P0112,;Señal baja sensor temperatura 1 aire admisión.
P0113,;Señal alta sensor temperatura 1 aire admisión.
P0114,;Señal intermitente sensor temperatura 1aire admisión.
P0115,;Circuito defectuoso sensor de temperatura del anticongelante
P0116,;Rendimiento incorrecto Circuito defectuoso sensor de temperatura del anticongelante
P0117,;Señal baja sensor de temperatura del anticongelante
P0118,;Señal alta sensor de temperatura del anticongelante
P0119,;Señal intermitente sensor de temperatura del anticongelante
P011A,;Engine Coolant Temperature Sensor 1/2 Correlation
P0120,;Circuito defectuoso sensor posición pedal acelerador 1/mariposa 1
P0121,;Rendimiento incorrecto del sensor posición pedal acelerador 1/mariposa 1
P0122,;Señal baja del sensor posición pedal acelerador 1/mariposa 1
P0123,;Señal alta del sensor posición pedal acelerador 1/mariposa 1
P0124,;Señal intermitente del sensor posición pedal acelerador 1/mariposa 1
P0125,;Temperatura del refrigerante insuficiente para bucle cerrado de combustible
P0126,;Temperatura del refrigerante insuficiente para un funcionamiento estable
P0127,;Temperatura del aire de admisión demasiado alta
P0128,;Circuito defectuoso sensor de anticongelante en el termostato
P0129,;Presión barométrica demasiado baja
P012A,;Turbocharger/Supercharger Inlet Pressure Sensor Circuit
P012B,;Turbocharger/Supercharger Inlet Pressure Sensor Circuit Range/Performance
P012C,;Turbocharger/Supercharger Inlet Pressure Sensor Circuit Low
P012D,;Turbocharger/Supercharger Inlet Pressure Sensor Circuit High
P012E,;Turbocharger/Supercharger Inlet Pressure Sensor Circuit Intermittent/Erratic
P0130,;Sonda lambda (Sensor 1 bloque 1) Circuito defectuoso
P0131,;Sonda lambda (Sensor 1 bloque 1) Baja tensión
P0132,;Sonda lambda (Sensor 1 bloque 1) Alta tensión
P0133,;Sonda lambda (Sensor 1 bloque 1) Respuesta lenta
P0134,;Sonda lambda (Sensor 1 bloque 1) no se detectó actividad
P0135,;Sonda lambda (Sensor 1 bloque 1) rendimiento incorrecto
P0136,;Sonda lambda (Sensor 2 bloque 1) circuito defectuoso
P0137,;Sonda lambda (Sensor 2 bloque 1) Baja tensión
P0138,;Sonda lambda (Sensor 2 bloque 1) Alta tensión
P0139,;Sonda lambda (Sensor 2 bloque 1) Respuesta lenta
P0140,;Sonda lambda (Sensor 2 bloque 1) no se detectó actividad
P0141,;Circuito defectuoso Sonda lambda (Sensor 2 bloque 1)
P0142,;Sonda lambda (Sensor 3 bloque 1) – circuito defectuoso
P0143,;Sonda lambda (Sensor 3 bloque 1) Baja tensión
P0144,;Sonda lambda (Sensor 3 bloque 1) Alta tensión
P0145,;Sonda lambda (Sensor 3 bloque 1) Respuesta lenta
P0146,;Sonda lambda (Sensor 3 bloque 1) no se detectó actividad
P0147,;Fallo en el rendimiento Sonda lambda (Sensor 3 bloque 1)
P0148,;Error en la alimentación de combustible
P0149,;Error del reglaje de combustible
P0150,;Sonda lambda (Sensor 1 bloque 2) – circuito defectuoso
P0151,;Sonda lambda (Sensor 1 bloque 2) baja tensión
P0152,;Sonda lambda (Sensor 1 bloque 2) Alto voltaje
P0153,;Sonda lambda (Sensor 1 bloque 2) Respuesta lenta
P0154,;Sonda lambda (Sensor 1 bloque 2) no se detectó actividad
P0155,;Circuito defectuoso Sonda lambda (Sensor 1 bloque 2)
P0156,;Sonda lambda (Sensor 2 bloque 2) – circuito defectuoso
P0157,;Sonda lambda (Sensor 2 bloque 2) baja tensión
P0158,;Sonda lambda (Sensor 2 bloque 2) Alto voltaje
P0159,;Sonda lambda (Sensor 2 bloque 2) Respuesta lenta
P0160,;Sonda lambda (Sensor 2 bloque 2) no se detectó actividad
P0161,;Circuito defectuoso Sonda lambda (Sensor 2 bloque 2)
P0162,;Sonda lambda (Sensor 3 bloque 2) circuito defectuoso
P0163,;Sonda lambda (Sensor 3 bloque 2) baja tensión
P0164,;Sonda lambda (Sensor 3 bloque 2) Alto voltaje
P0165,;Sonda lambda (Sensor 3 bloque 2) Respuesta lenta
P0166,;Sonda lambda (Sensor 3 bloque 2) no se detectó actividad
P0167,;Circuito defectuoso Sonda lambda (Sensor 3 bloque 2)
P0168,;Temperatura combustible demasiado alta
P0169,;Composición del combustible incorrecto.
P0170,;Regulación inyección en el bloque 1 (circuito defectuoso)
P0171,;Regulación inyección en el bloque 1 (inyección pobre)
P0172,;Regulación inyección en el bloque 1 (inyección rica)
P0173,;Regulación inyección en el bloque 2 (circuito defectuoso)
P0174,;Regulación inyección en el bloque 2 (inyección pobre)
P0175,;Regulación inyección en el bloque 2 (inyección rica)
P0176,;Fallo en el circuito del sensor de composición de combustible
P0177,;Rango incorrecto del sensor de composición de combustible
P0178,;Señal baja del sensor de composición de combustible
P0179,;Señal alta del sensor de composición de combustible
P0180,;Circuito defectuoso del sensor de composición de combustible
P0181,;Sensor de temperatura de combustible 1 (Circuito defectuoso)
P0182,;Señal baja sensor 1 de temperatura de combustible.
P0183,;Señal alta sensor 1 de temperatura de combustible.
P0184,;Señal intermitente sensor 1 de temperatura de combustible.
P0185,;Circuito defectuoso sensor 2 de temperatura de combustible
P0186,;Valores fuera de rango en el sensor 2 de temperatura de combustible
P0187,;Señal baja en el sensor 2 de temperatura de combustible
P0188,;Señal alta en el sensor 2 de temperatura de combustible
P0189,;Fallo intermitente en el sensor 2 de temperatura de combustible
P018A,;Fuel Pressure Sensor B Circuit
P018B,;Fuel Pressure Sensor B Circuit Range/Performance
P018C;Fuel Pressure Sensor B Circuit Low
P018D,;Fuel Pressure Sensor B Circuit High
P018E,;Fuel Pressure Sensor B Circuit Intermittent/Erratic
P0190,;Circuito defectuoso en el sensor de presión de la rampa de combustible
P0191,;Rendimiento incorrecto en el sensor de presión de la rampa de combustible
P0192,;Señal baja en el sensor de presión de la rampa de combustible
P0193,;Señal alta en el sensor de presión de la rampa de combustible
P0194,;Señal intermitente en el sensor de presión de la rampa de combustible
P0195,;Sensor de temperatura del aceite Circuito defectuoso.
P0196,;Rendimiento y rango incorrecto sensor de temperatura del aceite
P0197,;Señal baja Sensor de temperatura del aceite
P0198,;Señal alta Sensor de temperatura del aceite
P0199,;Señal intermitente Sensor de temperatura del aceite
P0200,Inyectores (Circuito defectuoso);
P0201,;Inyector del cilindro 1 –Circuito defectuoso
P0202,;Inyector del cilindro 2 –Circuito defectuoso
P0203,;Inyector del cilindro 3 –Circuito defectuoso
P0204,;Inyector del cilindro 4 –Circuito defectuoso
P0205,;Inyector del cilindro 5 –Circuito defectuoso
P0206,;Inyector del cilindro 6 –Circuito defectuoso
P0207,;Inyector del cilindro 7 –Circuito defectuoso
P0208,;Inyector del cilindro 8 –Circuito defectuoso
P0209,;Inyector del cilindro 9 –Circuito defectuoso
P020A,;Cylinder 1 Injection Timing
P020B,;Cylinder 2 Injection Timing
P020C,;Cylinder 3 Injection Timing
P020D,;Cylinder 4 Injection Timing
P020E,;Cylinder 5 Injection Timing
P020F,;Cylinder 6 Injection Timing
P0210,;Inyector del cilindro 10 –Circuito defectuoso
P0211,;Inyector del cilindro 11 –Circuito defectuoso
P0212,;Inyector del cilindro 12 –Circuito defectuoso
P0213,;Inyector de arranque en frió 1 –Circuito defectuoso
P0214,;Inyector de arranque en frió 2- Circuito defectuoso
P0215,;Circuito defectuoso solenoide de corte de combustible
P0216,;Reglaje de la inyección _(Circuito defectuoso)
P0217,;Sobrecalentamiento del motor Sensor de temperatura anticongelante
P0218,;Sobrecalentamiento liquido de la transmisión
P0219,;Sobre régimen del motor.
P021A,;Cylinder 7 Injection Timing
P021B,;Cylinder 8 Injection Timing
P021C,;Cylinder 9 Injection Timing
P021D,;Cylinder 10 Injection Timing
P021E,;Cylinder 11 Injection Timing
P021F,;Cylinder 12 Injection Timing
P0220,;Sensor de posición del acelerador 2/mariposa 2- Circuito defectuoso
P0221,;Rendimiento incorrecto Sensor de posición del acelerador 2/mariposa 2
P0222,;Señal baja Sensor de posición del acelerador 2/mariposa 2
P0223,;Señal alta Sensor de posición del acelerador 2/mariposa 2
P0224,;eñal intermitente Sensor de posición del acelerador 2/mariposa 2
P0225,;,Sensor de posición del acelerador 3/mariposa 3- Circuito defectuoso
P0226,;Rendimiento incorrecto Sensor de posición del acelerador 3/mariposa 3
P0227,;Señal baja Sensor de posición del acelerador 3/mariposa 3
P0228,;Señal alta Sensor de posición del acelerador 3/mariposa 3
P0229,;Señal intermitente Sensor de posición del acelerador 3/mariposa 3
P022A,;Charge Air Cooler Bypass Control A Circuit /Open
P022B,;Charge Air Cooler Bypass Control A Circuit Low
P022C,;Charge Air Cooler Bypass Control A Circuit High
P022D,;Charge Air Cooler Bypass Control B Circuit /Open
P022E,;Charge Air Cooler Bypass Control B Circuit Low
P022F,;Charge Air Cooler Bypass Control B Circuit High
P0230,;Rele de la bomba de combustible- Circuito defectuoso
P0231,;Señal baja del rele de la bomba de combustible secundaria
P0232,;Señal alta del rele de la bomba de combustible secundaria
P0233,;Señal intermitente del rele de la bomba de combustible secundaria
P0234,;Sobrealimentacion del turbo. Limite excedido
P0235,;Sobrealimentacion del turbo Limite previsto no alcanzado
P0236,;Rendimiento incorrecto sensor de presion absoluta colector 1 del turbo
P0237,;Señal baja sensor de presion absoluta colector 1 del turbo
P0238,;,Señal alta sensor de presion absoluta colector 1del turbo.
P0239,;Circuito defectuoso sensor de presion absoluta colector 2 del turbo
P023A,;Charge Air Cooler Coolant Pump Control Circuit/Open
P023B,;Charge Air Cooler Coolant Pump Control Circuit Low
P023C,;Charge Air Cooler Coolant Pump Control Circuit High
P023D,;Manifold Absolute Pressure Turbocharger/Supercharger Boost Sensor A Correlation
P023E,;Manifold Absolute Pressure Turbocharger/Supercharger Boost Sensor B Correlation
P0240,;Rendimiento incorrecto sensor de presion absoluta colector 2 del turbo
P0241,;Señal baja sensor de presion absoluta colector 2 del turbo
P0242,;Señal alta sensor de presion absoluta colector 2 del turbo
P0243,;Valvula de descarga turbo 1 (WASTEGATE) circuito defectuoso
P0244,;Rendimiento incorrecto Valvula de descarga turbo 1 (WASTEGATE)
P0245,;Señal baja Valvula de descarga turbo 1 (WASTEGATE)
P0246,;Señal alta Valvula de descarga turbo 1 (WASTEGATE)
P0247,;Valvula de descarga turbo 2 (WASTEGATE) circuito defectuoso
P0248,;Rendimiento incorrecto Valvula de descarga turbo 2 (WASTEGATE)
P0249,;Señal baja Valvula de descarga turbo 2 (WASTEGATE)
P024A,;Charge Air Cooler Bypass Control A Range/Performance
P024B,;Charge Air Cooler Bypass Control A Stuck
P024C,;Charge Air Cooler Bypass Position Sensor A Circuit
P024D,;Charge Air Cooler Bypass Position Sensor A Circuit Range/Performance
P024E,;Charge Air Cooler Bypass Position Sensor A Circuit Low
P024F,;Charge Air Cooler Bypass Position Sensor A Circuit High
P0250,;Señal alta Valvula de descarga turbo 2 (WASTEGATE)
P0251,;Circuito defectuoso de la bomba de inyección 1 (Arbol levas/rotor)
P0252,;Rango/funcionamiento incorrecto de la bomba de inyección 1 (Arbol levas/rotor)
P0253,;Señal baja de la bomba de inyección 1 (Arbol levas/rotor)
P0254,;Señal alta de la bomba de inyección 1 (Arbol levas/rotor)
P0255,;Señal intermitente de la bomba de inyección 1 (Arbol levas/rotor)
P0256,;Circuito defectuoso de la bomba de inyección 2 (Arbol levas/rotor)
P0257,;Rango/funcionamiento incorrecto de la bomba de inyección 2 (Arbol levas/rotor)
P0258,;Señal baja de la bomba de inyección 2 (Arbol levas/rotor)
P0259,;Señal alta de la bomba de inyección 2 (Arbol levas/rotor)
P025A,;Fuel Pump Module Control Circuit/Open
P025B,;Fuel Pump Module Control Circuit Range/Performance
P025C,;Fuel Pump Module Control Circuit Low
P025D,;Fuel Pump Module Control Circuit High
P0260,;Señal intermitente de la bomba de inyección 2 (Arbol levas/rotor)
P0261,;Señal baja inyector cilindro 1
P0262,;Señal alta inyector cilindro 1
P0263,;Fallo en el equilibro correcto de combustible en inyector cilindro 1
P0264,;Señal baja inyector cilindro 2
P0265,;Señal alta inyector cilindro 2
P0266,;Fallo en el equilibro correcto de combustible en inyector cilindro 2
P0267,;Señal baja inyector cilindro 3
P0268,;Señal alta inyector cilindro 3
P0269,;Fallo en el equilibro correcto de combustible en inyector cilindro 3
P0270,;Señal baja inyector cilindro 4
P0271,;Señal alta inyector cilindro 4
P0272,;Fallo en el equilibro correcto de combustible en inyector cilindro 4
P0273,;Señal baja inyector cilindro 5
P0274,;Señal alta inyector cilindro 5
P0275,;Fallo en el equilibro correcto de combustible en inyector cilindro 5
P0276,;Señal baja inyector cilindro 6
P0277,;Señal alta inyector cilindro 6
P0278,;Fallo en el equilibro correcto de combustible en inyector cilindro 6
P0279,;Señal baja inyector cilindro 7
P0280,;Señal alta inyector cilindro 7
P0281,;Fallo en el equilibro correcto de combustible en inyector cilindro 7
P0282,;Señal baja inyector cilindro 8
P0283,;Señal alta inyector cilindro 8
P0284,;Fallo en el equilibro correcto de combustible en inyector cilindro 8
P0285,;Señal baja inyector cilindro 9
P0286,;Señal alta inyector cilindro 9
P0287,;Fallo en el equilibro correcto de combustible en inyector cilindro 9
P0288,;Señal baja inyector cilindro 10
P0289,;Señal alta inyector cilindro 10
P0290,;Fallo en el equilibro correcto de combustible en inyector cilindro 10
P0291,;Señal baja inyector cilindro 11
P0292,;Señal alta inyector cilindro 11
P0293,;Fallo en el equilibro correcto de combustible en inyector cilindro 11
P0294,;Señal baja inyector cilindro 12
P0295,;Señal alta inyector cilindro 12
P0296,;Fallo en el equilibro correcto de combustible en inyector cilindro 12
P0297,;Exceso de velocidad del vehiculo. Veras la guardia civil como te pille
P0298,;Temperatura del aceite del motor demasiado alta.
P0299,;Nivel de presión del turbo demasiado bajo
P0300,;Uno o varios cilindros fallan . Falsas explosiones detectadas
P0301,;Cilindro 1 falsa explosión detectada. No funciona correctamente,fallo de encendido
P0302,;Cilindro 2 falsa explosión detectada No funciona correctamente, fallo de encendido
P0303,;Cilindro 3 falsa explosión detectada No funciona correctamente, fallo de encendido
P0304,;Cilindro 4 falsa explosión detectada No funciona correctamente, fallo de encendido
P0305,;Cilindro 5 falsa explosión detectada No funciona correctamente, fallo de encendido
P0306,;Cilindro 6 falsa explosión detectada No funciona correctamente, fallo de encendido
P0307,;Cilindro 7 falsa explosión detectada No funciona correctamente, fallo de encendido
P0308,;Cilindro 8 falsa explosión detectada No funciona correctamente, fallo de encendido
P0309,;Cilindro 9 falsa explosión detectada No funciona correctamente, fallo de encendido
P0310,;Cilindro 10 falsa explosión detectada No funciona correctamente, fallo de encendido
